editonNo,Team Name,Player ID,Player Name,Role,Batting Style,Bowling Style,Nationality,DOB,IPL Debut,Matches,Runs,WIckets,Image
2015,rajasthan-royals,276,Karun Nair,Batting All-rounder,Right-handed,Right-arm Off-spin,Indian,6-Dec-91,2013,76,1496,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/276.png
2015,rajasthan-royals,1556,Deepak Hooda,Bowling All-rounder,Right-handed,Right-arm Off-spin,Indian,19-Apr-95,2015,95,1236,10,https://assets.iplt20.com/ipl/IPLHeadshot2022/1556.png
2015,rajasthan-royals,1749,Rahul Tewatia,Bowler,Left-handed,Right-arm Leg Spin,Indian,20-May-93,2014,64,738,32,https://assets.iplt20.com/ipl/IPLHeadshot2022/1749.png
2015,rajasthan-royals,1114,Pravin Tambe,All-rounder,Right-handed,Right-arm Leg Spin,Indian,8-Oct-71,2013,33,18,28,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1114.png
2015,rajasthan-royals,92,Rajat Bhatia,All-rounder,Right-handed,Right-arm Medium Fast,Indian,22-Oct-79,2008,87,334,61,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/92.png
2015,rajasthan-royals,798,Kane Richardson,Bowler,Right-handed,Right-arm Medium Fast,Australian,12-Feb-91,2013,14,36,19,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/798.png
2015,rajasthan-royals,32,Ankit Sharma,Bowling All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,20-Apr-91,2012,20,87,12,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/32.png
2015,rajasthan-royals,227,Shane Watson,All-rounder,Right-handed,Right-arm Medium Fast,Australian,17-Jun-81,2008,145,3874,92,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/227.png
2015,rajasthan-royals,101,Dhawal Kulkarni,Bowler,Right-handed,Right-arm Medium Fast,Indian,10-Dec-88,2008,84,100,86,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/101.png
2015,rajasthan-royals,307,Tim Southee,Bowler,Right-handed,Right-arm Medium Fast,New Zealander,11-Dec-88,,48,120,45,https://assets.iplt20.com/ipl/IPLHeadshot2022/307.png
2015,rajasthan-royals,183,Juan Theron,Bowler,Right-handed,Right-arm Medium Fast,American,24-Jul-85,2010,10,10,9,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/183.png
2015,rajasthan-royals,2745,Pradeep Sahu,Batter,Right-handed,Leg-spin,Indian,21-Aug-85,,5,19,3,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/2745.png
2015,rajasthan-royals,2746,Barinder Sran,Bowler,Left-handed,Left-arm Medium,Indian,10-Dec-92,,22,10,18,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/2746.png
2015,rajasthan-royals,2747,Sagar Trivedi,,Left-handed,,Indian,20-Oct-91,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2015,rajasthan-royals,317,Dinesh Salunkhe,All-rounder,Right-handed,Leg-spin,Indian,12-Nov-82,2008,6,33,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/317.png
2015,royal-challengers-bangalore,164,Virat Kohli,Batter,Right-handed,Right-arm Medium,Indian,5-Nov-88,2008,223,6624,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/164.png
2015,royal-challengers-bangalore,233,AB de Villiers,Wicketkeeper Batter,Right-handed,Right-arm Medium,South African,17-Feb-84,2008,184,5162,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/233.png
2015,royal-challengers-bangalore,1092,Sandeep Warrier,Bowler,Right-handed,Right-arm Medium,Indian,4-Apr-91,2019,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1092.png
2015,royal-challengers-bangalore,72,Mandeep Singh,All-rounder,Right-handed,Right-arm Medium,Indian,18-Dec-91,2010,108,1692,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/72.png
2015,royal-challengers-bangalore,12,Subramaniam Badrinath,Batter,Left-handed,Right-arm Off-spin,Indian,30-Aug-80,2008,95,1441,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/12.png
2015,royal-challengers-bangalore,589,Darren Sammy,All-rounder,Right-handed,Right-arm Medium,West Indian,20-Dec-83,,22,295,11,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/589.png
2015,royal-challengers-bangalore,85,Iqbal Abdulla,Bowler,Left-handed,Left-arm Orthodox Spin,Indian,2-Dec-89,2008,36,86,40,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/85.png
2015,royal-challengers-bangalore,278,Vijay Zol,Batter,Left-handed,Right-arm Off-spin,Indian,23-Nov-94,2012,3,29,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/278.png
2015,royal-challengers-bangalore,1750,Yogesh Takawale,Wicketkeeper Batter,Right-handed,,Indian,5-Nov-84,,5,104,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1750.png
2015,royal-challengers-bangalore,858,Nic Maddinson,Batter,Left-handed,Left-arm Orthodox Spin,Australian,21-Dec-91,,3,20,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/858.png
2015,royal-challengers-bangalore,90,Manvinder Bisla,Wicketkeeper Batter,Left-handed,,Indian,27-Dec-84,2010,39,798,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/90.png
2015,royal-challengers-bangalore,1564,Sarfaraz Khan,Batter,Right-handed,Legbreak,Indian,22-Oct-97,2015,46,532,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1564.png
2015,royal-challengers-bangalore,157,Harshal Patel,Bowler,Right-handed,Right-arm Medium,Indian,23-Nov-90,2012,78,230,97,https://assets.iplt20.com/ipl/IPLHeadshot2022/157.png
2015,royal-challengers-bangalore,98,Abu Nechim,Bowler,Right-handed,Right-arm Medium Fast,Indian,5-Nov-88,2012,7,14,7,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/98.png
2015,royal-challengers-bangalore,162,Sreenath Aravind,Bowler,Left-handed,Left-arm Medium Fast,Indian,8-Apr-84,2011,29,59,45,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/162.png
2015,royal-challengers-bangalore,869,David Wiese,All-rounder,Right-handed,Right-arm Medium-fast,South African,18-May-85,2015,15,127,16,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/869.png
2015,royal-challengers-bangalore,102,Dinesh Karthik,Wicketkeeper Batter,Right-handed,,Indian,1-Jun-85,2008,229,4376,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/102.png
2015,royal-challengers-bangalore,490,Mitchell Starc,Bowler,Left-handed,Left-arm Fast-medium,Australian,30-Jan-90,2014,27,96,34,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/490.png
2015,royal-challengers-bangalore,236,Chris Gayle,All-rounder,Left-handed,Right-arm Off-spin,West Indian,21-Sep-79,2009,142,4965,18,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/236.png
2015,royal-challengers-bangalore,942,Sean Abbott,All-rounder,Right-handed,Right-arm Fast,Australian,29-Feb-92,,3,22,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/942.png
2015,royal-challengers-bangalore,111,Yuzvendra Chahal,Bowler,Right-handed,Right-arm Leg Spin,Indian,23-Jul-90,2013,131,37,166,https://assets.iplt20.com/ipl/IPLHeadshot2022/111.png
2015,royal-challengers-bangalore,239,Rilee Rossouw,Batter,Left-handed,Right-arm Off-spin,South African,9-Oct-89,,5,53,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/239.png
2015,royal-challengers-bangalore,48,Ashok Dinda,Bowler,Right-handed,Right-arm Medium Fast,Indian,25-Mar-84,2008,54,26,68,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/48.png
2015,royal-challengers-bangalore,434,Adam Milne,Bowler,Right-handed,Right-arm Fast,New Zealander,13-Apr-92,,10,23,7,https://assets.iplt20.com/ipl/IPLHeadshot2022/434.png
2015,royal-challengers-bangalore,2748,Shishir Bhavane,,Left-handed,,Indian,24-Sep-91,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2015,royal-challengers-bangalore,61,Varun Aaron,Bowler,Right-handed,Right-arm Fast,Indian,29-Oct-89,2011,52,50,44,https://assets.iplt20.com/ipl/IPLHeadshot2022/61.png
2015,royal-challengers-bangalore,1087,Jalaj Saxena,All-rounder,Right-handed,Right-arm Offbreak,Indian,15-Dec-86,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1087.png
2015,sunrisers-hyderabad,170,David Warner,Batter,Left-handed,Right-arm Leg Spin,Australian,27-Oct-86,2009,162,5881,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/170.png
2015,sunrisers-hyderabad,34,Ashish Reddy,Bowler,Left-handed,Right-arm Medium,Indian,24-Feb-81,2012,31,280,17,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/34.png
2015,sunrisers-hyderabad,1122,Prasanth Padmanabhan,,Left-handed,,Indian,22-May-85,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2015,sunrisers-hyderabad,388,Moises Henriques,All-rounder,Right-handed,Right-arm Medium Fast,Australian,1-Feb-87,2009,62,1000,42,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/388.png
2015,sunrisers-hyderabad,1125,KL Rahul,Wicketkeeper Batter,Right-handed,,Indian,18-Apr-92,2013,109,3889,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1125.png
2015,sunrisers-hyderabad,1093,Parveez Rasool,Bowling All-rounder,Right-handed,Right-arm Off-spin,Indian,13-Feb-89,2013,8,17,4,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1093.png
2015,sunrisers-hyderabad,197,Eoin Morgan,Batter,Left-handed,Right-arm Medium,English,10-Sep-86,2010,83,1405,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/197.png
2015,sunrisers-hyderabad,69,Bipul Sharma,All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,28-Sep-83,2010,32,187,17,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/69.png
2015,sunrisers-hyderabad,38,Ishant Sharma,Bowler,Right-handed,Right-arm Medium Fast,Indian,2-Sep-88,2008,95,103,84,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/38.png
2015,sunrisers-hyderabad,41,Shikhar Dhawan,Batter,Left-handed,,Indian,5-Dec-85,2008,206,6244,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/41.png
2015,sunrisers-hyderabad,969,Trent Boult,Bowler,Right-handed,Left-arm Fast-medium,New Zealander,22-Jul-89,2015,78,53,92,https://assets.iplt20.com/ipl/IPLHeadshot2022/969.png
2015,sunrisers-hyderabad,172,Kevin Pietersen,Batter,Right-handed,Right-arm Off-spin,English,27-Jun-80,2009,36,1001,7,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/172.png
2015,sunrisers-hyderabad,77,Praveen Kumar,Bowler,Right-handed,Right-arm Medium,Indian,2-Oct-86,2008,119,344,90,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/77.png
2015,sunrisers-hyderabad,1555,Ricky Bhui,Batter,Right-handed,Right-arm Leg Spin,Indian,29-Sep-96,,2,7,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1555.png
2015,sunrisers-hyderabad,180,Dale Steyn,Bowler,Right-handed,Right-arm Fast,South African,27-Jun-83,2008,93,167,97,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/180.png
2015,sunrisers-hyderabad,116,Bhuvneshwar Kumar,Bowler,Right-handed,Right-arm Medium,Indian,5-Feb-90,2011,146,241,154,https://assets.iplt20.com/ipl/IPLHeadshot2022/116.png
2015,sunrisers-hyderabad,52,Naman Ojha,Wicketkeeper Batter,Right-handed,,Indian,20-Jul-83,2009,113,1554,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/52.png
2015,sunrisers-hyderabad,374,Ravi Bopara,All-rounder,Right-handed,Right-arm Medium,English,4-May-85,,24,531,11,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/374.png
2015,sunrisers-hyderabad,1751,Chama Milind,Bowler,Left-handed,Left-arm Medium,Indian,4-Sep-94,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1751.png
2015,sunrisers-hyderabad,440,Kane Williamson,Batter,Right-handed,Right-arm Off-spin,New Zealander,8-Aug-90,2015,76,2101,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/440.png
2015,sunrisers-hyderabad,88,Laxmi Ratan Shukla,All-rounder,Left-handed,Right-arm Medium,Indian,6-May-81,2008,47,405,15,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/88.png
2015,sunrisers-hyderabad,1117,Hanuma Vihari,Batter,Right-handed,Right-arm Off-spin,Indian,13-Oct-93,2013,24,284,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/1117.png
2015,sunrisers-hyderabad,1118,Karn Sharma,All-rounder,Left-handed,Right-arm Leg Spin,Indian,23-Oct-87,2013,68,316,59,https://assets.iplt20.com/ipl/IPLHeadshot2022/1118.png
2015,sunrisers-hyderabad,1086,Siddharth Kaul,Bowler,Right-handed,Right-arm Medium Fast,Indian,19-May-90,2013,55,20,58,https://assets.iplt20.com/ipl/IPLHeadshot2022/1086.png
2016,delhi-capitals,165,Zaheer Khan,Bowler,Right-handed,Left-arm Medium Fast,Indian,7-Oct-78,2008,91,117,102,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/165.png
2016,delhi-capitals,834,Quinton de Kock,Wicketkeeper Batter,Left-handed,,South African,17-Dec-92,,92,2764,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/834.png
2016,delhi-capitals,2722,Carlos Brathwaite,All-rounder,Right-handed,Right-arm Fast-medium,West Indian,18-Jul-88,,16,181,13,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/2722.png
2016,delhi-capitals,898,Imran Tahir,Bowler,Right-handed,Leg-spinner,South African,27-Mar-79,2014,41,33,82,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/898.png
2016,delhi-capitals,258,Sanju Samson,Wicketkeeper Batter,Right-handed,,Indian,11-Nov-94,2013,138,3526,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/258.png
2016,delhi-capitals,2756,Sam Billings,Wicketkeeper Batter,Right-handed,,English,15-Jun-91,,30,503,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2756.png
2016,delhi-capitals,836,Chris Morris,All-rounder,Right-handed,Right-arm Medium Fast,South African,30-Apr-87,2013,81,618,95,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/836.png
2016,delhi-capitals,840,Nathan Coulter-Nile,Bowler,Right-handed,Right-arm Fast,Australian,11-Oct-87,2013,39,82,48,https://assets.iplt20.com/ipl/IPLHeadshot2022/840.png
2016,delhi-capitals,105,Pawan Suyal,Bowler,Right-handed,Left-arm Medium,Indian,15-Oct-89,2013,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/105.png
2016,delhi-capitals,2731,Pratyush Singh,,Right-handed,,Indian,4-Sep-94,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2016,delhi-capitals,1740,Jayant Yadav,Bowler,Right-handed,Right-arm Off-spin,Indian,22-Jan-90,2015,19,40,8,https://assets.iplt20.com/ipl/IPLHeadshot2022/1740.png
2016,delhi-capitals,2964,Khaleel Ahmed,Bowler,Right-handed,Left-arm Medium Pace,Indian,5-Dec-97,2018,34,1,48,https://assets.iplt20.com/ipl/IPLHeadshot2022/2964.png
2016,delhi-capitals,276,Karun Nair,Batting All-rounder,Right-handed,Right-arm Off-spin,Indian,6-Dec-91,2013,76,1496,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/276.png
2016,delhi-capitals,53,Pawan Negi,Bowling All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,6-Jan-83,2012,47,365,34,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/53.png
2016,delhi-capitals,182,JP Duminy,Batting All-rounder,Left-handed,Right-arm Off-spin,South African,14-Apr-84,2009,83,2029,23,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/182.png
2016,delhi-capitals,1751,Chama Milind,Bowler,Left-handed,Left-arm Medium,Indian,4-Sep-94,,0,0,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1751.png
2016,delhi-capitals,57,Shahbaz Nadeem,Bowler,Right-handed,Left-arm Orthodox Spin,Indian,12-Aug-89,2011,72,39,48,https://assets.iplt20.com/ipl/IPLHeadshot2022/57.png
2016,delhi-capitals,1562,Akhil Herwadkar,,Left-handed,,Indian,31-Oct-94,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2016,delhi-capitals,2970,Mahipal Lomror,All-rounder,Left-handed,Left-arm Spin,Indian,16-Nov-99,2018,18,267,1,https://assets.iplt20.com/ipl/IPLHeadshot2022/2970.png
2016,delhi-capitals,1563,Shreyas Iyer,Batter,Right-handed,Right-arm Off-break,Indian,6-Dec-94,2015,101,2776,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1563.png
2016,delhi-capitals,2972,Rishabh Pant,Wicketkeeper Batter,Left-handed,,Indian,4-Oct-97,2016,98,2838,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/2972.png
2016,delhi-capitals,158,Mayank Agarwal,Batter,Right-handed,,Indian,18-Feb-91,2011,113,2327,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/158.png
2016,delhi-capitals,30,Amit Mishra,Bowler,Right-handed,Right-arm Leg Spin,Indian,24-Nov-82,2008,147,362,166,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/30.png
2016,delhi-capitals,94,Mohammad Shami,Bowler,Right-handed,Right-arm Medium,Indian,3-Sep-90,2009,93,69,99,https://assets.iplt20.com/ipl/IPLHeadshot2022/94.png
2016,kolkata-knight-riders,84,Gautam Gambhir,Batter,Left-handed,Right-arm Leg Spin,Indian,14-Oct-81,2008,154,4217,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/84.png
2016,kolkata-knight-riders,127,Robin Uthappa,Batter,Right-handed,Right-arm Medium,Indian,11-Nov-85,2008,205,4952,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/127.png
2016,kolkata-knight-riders,96,Yusuf Pathan,All-rounder,Right-handed,Right-arm Off-spin,Indian,17-Nov-82,2008,174,3204,42,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/96.png
2016,kolkata-knight-riders,228,Shaun Tait,Bowler,Left-handed,Right-arm Fast,Australian,22-Feb-83,2010,12,22,23,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/228.png
2016,kolkata-knight-riders,261,Kuldeep Yadav,Bowler,Left-handed,Left-arm Orthodox Spin,Indian,14-Dec-94,2016,59,105,61,https://assets.iplt20.com/ipl/IPLHeadshot2022/261.png
2016,kolkata-knight-riders,773,Colin Munro,Batter,Left-handed,Right Arm Medium,New Zealander,11-Mar-87,2015,13,177,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/773.png
2016,kolkata-knight-riders,231,Brad Hogg,All-rounder,Left-handed,Left-arm Chinaman,Australian,6-Feb-71,2012,15,22,23,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/231.png
2016,kolkata-knight-riders,169,Morne Morkel,Bowler,Left-handed,Right-arm Fast,South African,6-Oct-84,2009,70,126,77,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/169.png
2016,kolkata-knight-riders,201,Shakib Al Hasan,All-rounder,Left-handed,Left-arm Orthodox Spin,Bangladeshi,24-Mar-87,2011,71,793,63,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/201.png
2016,kolkata-knight-riders,203,Sunil Narine,Bowler,Left-handed,Right-arm Off-spin,West Indian,26-May-88,2012,148,1025,152,https://assets.iplt20.com/ipl/IPLHeadshot2022/203.png
2016,kolkata-knight-riders,76,Piyush Chawla,Bowling All-rounder,Left-handed,Right-arm Leg Spin,Indian,24-Dec-88,2008,158,584,157,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/76.png
2016,kolkata-knight-riders,748,John Hastings,All-rounder,Right-handed,Right-arm Medium,Australian,4-Nov-85,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/748.png
2016,kolkata-knight-riders,108,Suryakumar Yadav,Batter,Right-handed,Right-arm Medium,Indian,14-Sep-90,2012,123,2644,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/108.png
2016,kolkata-knight-riders,3181,Manan Sharma,,Left-handed,,Indian,19-Mar-91,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2016,kolkata-knight-riders,78,Rajagopal Sathish,All-rounder,Left-handed,Right-arm Medium,Indian,14-Jan-81,2010,34,270,3,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/78.png
2016,kolkata-knight-riders,177,Andre Russell,All-rounder,Right-handed,Right-arm Fast,West Indian,29-Apr-88,2012,98,2035,89,https://assets.iplt20.com/ipl/IPLHeadshot2022/177.png
2016,kolkata-knight-riders,1106,Ankit Rajpoot,Bowler,Right-handed,Right-arm Medium,Indian,4-Dec-93,2013,29,26,24,https://assets.iplt20.com/ipl/IPLHeadshot2022/1106.png
2016,kolkata-knight-riders,1075,Jason Holder,All-rounder,Right-handed,Right-arm Medium Fast,West Indian,5-Nov-91,2013,38,247,49,https://assets.iplt20.com/ipl/IPLHeadshot2022/1075.png
2016,kolkata-knight-riders,179,Chris Lynn,Batter,Right-handed,Left-arm Orthodox Spin,Australian,10-Apr-90,2012,42,1329,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/179.png
2016,kolkata-knight-riders,86,Jaydev Unadkat,Bowler,Right-handed,Left-arm Medium Fast,Indian,18-Oct-91,2010,91,164,91,https://assets.iplt20.com/ipl/IPLHeadshot2022/86.png
2016,kolkata-knight-riders,123,Manish Pandey,Batter,Right-handed,Right-arm Off-spin,Indian,10-Sep-89,2008,160,3648,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/123.png
2016,kolkata-knight-riders,59,Umesh Yadav,Bowler,Right-handed,Right-arm Medium Fast,Indian,25-Oct-87,2010,133,177,135,https://assets.iplt20.com/ipl/IPLHeadshot2022/59.png
