Year,FirstBattingTeamName,SecondBattingTeamName,MatchName,MatchDateNew,Commentss,1Summary,2Summary
2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians VS Kolkata Knight Riders,16-May-12,Kolkata Knight Riders won by 32 runs,140/7 (20 Overs),108/10 (19.1 Overs)
2012,Punjab Kings,Delhi Capitals,Delhi Capitals VS Punjab Kings,15-May-12,Delhi Capitals won by 5 wickets,136/8 (20 Overs),140/5 (19 Overs)
2012,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders VS Chennai Super Kings,14-May-12,Chennai Super Kings won by 5 wickets,158/6 (20 Overs),160/5 (20 Overs)
2012,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,14-May-12,Mumbai Indians won by 5 wickets,171/6 (20 Overs),173/5 (19.4 Overs)
2012,Deccan Chargers,Punjab Kings,Punjab Kings VS Deccan Chargers,13-May-12,Punjab Kings won by 4 wickets,190/4 (20 Overs),194/6 (20 Overs)
2012,Rajasthan Royals,Pune Warriors India,Rajasthan Royals VS Pune Warriors India,13-May-12,Rajasthan Royals won by 45 runs,170/4 (20 Overs),125/9 (20 Overs)
2012,Delhi Capitals,Chennai Super Kings,Chennai Super Kings VS Delhi Capitals,12-May-12,Chennai Super Kings won by 9 wickets,114/5 (20 Overs),115/1 (15.2 Overs)
2012,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,12-May-12,Mumbai Indians won by 27 runs,182/1 (20 Overs),155/4 (20 Overs)
2012,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India VS Royal Challengers Bangalore,11-May-12,Royal Challengers Bangalore won by 35 runs,173/3 (20 Overs),138/9 (20 Overs)
2012,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals VS Chennai Super Kings,10-May-12,Chennai Super Kings won by 4 wickets,126/6 (20 Overs),127/6 (18.1 Overs)
2012,Deccan Chargers,Delhi Capitals,Deccan Chargers VS Delhi Capitals,10-May-12,Delhi Capitals won by 9 wickets,187/4 (20 Overs),193/1 (16.4 Overs)
2012,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians VS Royal Challengers Bangalore,9-May-12,Royal Challengers Bangalore won by 9 wickets,141/6 (20 Overs),142/1 (18 Overs)
2012,Punjab Kings,Deccan Chargers,Deccan Chargers VS Punjab Kings,8-May-12,Punjab Kings won by 25 runs,170/5 (20 Overs),145/8 (20 Overs)
2012,Pune Warriors India,Rajasthan Royals,Pune Warriors India VS Rajasthan Royals,8-May-12,Rajasthan Royals won by 7 wickets,125/6 (20 Overs),126/3 (16.2 Overs)
2012,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,7-May-12,Kolkata Knight Riders won by 6 wickets,153/9 (20 Overs),154/4 (18.4 Overs)
2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore VS Deccan Chargers,6-May-12,Royal Challengers Bangalore won by 5 wickets,181/2 (20 Overs),185/5 (18.5 Overs)
2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians VS Chennai Super Kings,6-May-12,Mumbai Indians won by 2 wickets,173/8 (20 Overs),174/8 (20 Overs)
2012,Rajasthan Royals,Punjab Kings,Punjab Kings VS Rajasthan Royals,5-May-12,Rajasthan Royals won by 43 runs,177/6 (20 Overs),134/8 (20 Overs)
2012,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders VS Pune Warriors India,5-May-12,Kolkata Knight Riders won by 7 runs,150/5 (20 Overs),143/8 (20 Overs)
2012,Chennai Super Kings,Deccan Chargers,Chennai Super Kings VS Deccan Chargers,4-May-12,Chennai Super Kings won by 10 runs,160/6 (20 Overs),150/5 (20 Overs)
2012,Mumbai Indians,Pune Warriors India,Pune Warriors India VS Mumbai Indians,3-May-12,Mumbai Indians won by 1 run,120/9 (20 Overs),119/6 (20 Overs)
2012,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,2-May-12,Punjab Kings won by 4 wickets,158/5 (20 Overs),163/6 (19.5 Overs)
2012,Rajasthan Royals,Delhi Capitals,Rajasthan Royals VS Delhi Capitals,1-May-12,Delhi Capitals won by 6 wickets,141/6 (20 Overs),144/4 (15.2 Overs)
2012,Deccan Chargers,Pune Warriors India,Deccan Chargers VS Pune Warriors India,1-May-12,Deccan Chargers won by 13 runs,186/4 (20 Overs),173/5 (20 Overs)
2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings VS Kolkata Knight Riders,30-Apr-12,Kolkata Knight Riders won by 5 wickets,139/5 (20 Overs),140/5 (19.4 Overs)
2012,Deccan Chargers,Mumbai Indians,Mumbai Indians VS Deccan Chargers,29-Apr-12,Mumbai Indians won by 5 wickets,100/10 (18.4 Overs),101/5 (18.1 Overs)
2012,Delhi Capitals,Rajasthan Royals,Delhi Capitals VS Rajasthan Royals,29-Apr-12,Delhi Capitals won by 1 run,152/6 (20 Overs),151/3 (20 Overs)
2012,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders VS Royal Challengers Bangalore,28-Apr-12,Kolkata Knight Riders won by 47 runs,190/4 (20 Overs),143/6 (20 Overs)
2012,Punjab Kings,Chennai Super Kings,Chennai Super Kings VS Punjab Kings,28-Apr-12,Punjab Kings won by 7 runs,156/8 (20 Overs),149/8 (20 Overs)
2012,Delhi Capitals,Mumbai Indians,Delhi Capitals VS Mumbai Indians,27-Apr-12,Delhi Capitals won by 37 runs,207/5 (20 Overs),170/9 (20 Overs)
2012,Deccan Chargers,Pune Warriors India,Pune Warriors India VS Deccan Chargers,26-Apr-12,Deccan Chargers won by 18 runs,177/4 (20 Overs),159/7 (20 Overs)
2012,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Chennai Super Kings,25-Apr-12,Match abandoned without a ball bowled,,
2012,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,25-Apr-12,Mumbai Indians won by 4 wickets,168/3 (20 Overs),171/6 (19.5 Overs)
2012,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders VS Deccan Chargers,24-Apr-12,Match abandoned without a ball bowled,,
2012,Pune Warriors India,Delhi Capitals,Pune Warriors India VS Delhi Capitals,24-Apr-12,Delhi Daredevils won by 8 wickets,146/2 (20 Overs),148/2 (16 Overs)
2012,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals VS Royal Challengers Bangalore,23-Apr-12,Royal Challengers Bangalore won by 46 runs,189/3 (20 Overs),143/7 (20 Overs)
2012,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers VS Kolkata Knight Riders,22-Apr-12,Kolkata Knight Riders won by 5 wickets,126/7 (20 Overs),127/5 (19 Overs)
2012,Mumbai Indians,Punjab Kings,Mumbai Indians VS Punjab Kings,22-Apr-12,Punjab Kings won by 6 wickets,163/6 (20 Overs),164/4 (19.3 Overs)
2012,Pune Warriors India,Delhi Capitals,Delhi Capitals VS Pune Warriors India,21-Apr-12,Pune Warriors India won by 20 runs,192/3 (20 Overs),172/7 (20 Overs)
2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings VS Rajasthan Royals,21-Apr-12,Chennai Super Kings won by 7 wickets,146/4 (20 Overs),147/3 (20 Overs)
2012,Punjab Kings,Royal Challengers Bangalore,Punjab Kings VS Royal Challengers Bangalore,20-Apr-12,Royal Challengers Bangalore won by 5 wickets,163/6 (20 Overs),166/5 (19.3 Overs)
2012,Deccan Chargers,Delhi Capitals,Delhi Capitals VS Deccan Chargers,19-Apr-12,Delhi Capitals won by 5 wickets,157/8 (20 Overs),162/5 (19.1 Overs)
2012,Punjab Kings,Kolkata Knight Riders,Punjab Kings VS Kolkata Knight Riders,18-Apr-12,Kolkata Knight Riders won by 8 wickets,124/7 (20 Overs),127/2 (16.3 Overs)
2012,Pune Warriors India,Royal Challengers Bangalore,Royal Challengers Bangalore VS Pune Warriors India,17-Apr-12,Royal Challengers Bangalore won by 6 wickets,182/6 (20 Overs),186/4 (20 Overs)
2012,Deccan Chargers,Rajasthan Royals,Rajasthan Royals VS Deccan Chargers,17-Apr-12,Rajasthan Royals won by 5 wickets,196/2 (20 Overs),197/5 (19.4 Overs)
2012,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,16-Apr-12,Delhi Capitals won by 7 wickets,92/10 (19.2 Overs),93/3 (14.5 Overs)
2012,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Rajasthan Royals,15-Apr-12,Rajasthan Royals won by 59 runs,195/2 (20 Overs),136/10 (19.5 Overs)
2012,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Punjab Kings,15-Apr-12,Punjab Kings won by 2 runs,134/9 (20 Overs),132/7 (20 Overs)
2012,Chennai Super Kings,Pune Warriors India,Pune Warriors India VS Chennai Super Kings,14-Apr-12,Pune Warriors India won by 7 wickets,155/5 (20 Overs),156/3 (19.2 Overs)
2012,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,13-Apr-12,Kolkata Knight Riders won by 5 wickets,131/5 (20 Overs),137/5 (19.2 Overs)
2012,Pune Warriors India,Punjab Kings,Punjab Kings VS Pune Warriors India,12-Apr-12,Punjab Kings won by 7 wickets,115/10 (19 Overs),116/3 (17.4 Overs)
2012,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings VS Royal Challengers Bangalore,12-Apr-12,Chennai Super Kings won by 5 wickets,205/8 (20 Overs),208/5 (20 Overs)
2012,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,11-Apr-12,Mumbai Indians won by 27 runs,197/6 (20 Overs),170/10 (19.4 Overs)
2012,Chennai Super Kings,Delhi Capitals,Delhi Capitals VS Chennai Super Kings,10-Apr-12,Delhi Capitals won by 8 wickets,110/8 (20 Overs),111/2 (13.2 Overs)
2012,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,10-Apr-12,Kolkata Knight Riders won by 42 runs,165/8 (20 Overs),123/9 (20 Overs)
2012,Deccan Chargers,Mumbai Indians,Deccan Chargers VS Mumbai Indians,9-Apr-12,Mumbai Indians won by 5 wickets,138/9 (20 Overs),142/5 (20 Overs)
2012,Pune Warriors India,Punjab Kings,Pune Warriors India VS Punjab Kings,8-Apr-12,Pune Warriors India won by 22 runs,166/6 (20 Overs),144/8 (20 Overs)
2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,8-Apr-12,Rajasthan Royals won by 22 runs,164/5 (20 Overs),142/10 (20 Overs)
2012,Chennai Super Kings,Deccan Chargers,Deccan Chargers VS Chennai Super Kings,7-Apr-12,Chennai Super Kings won by 74 runs,193/6 (20 Overs),119/10 (17.1 Overs)
2012,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore VS Delhi Capitals,7-Apr-12,Royal Challengers Bangalore won by 20 runs,157/8 (20 Overs),137/7 (20 Overs)
2012,Rajasthan Royals,Punjab Kings,Rajasthan Royals VS Punjab Kings,6-Apr-12,Rajasthan Royals won by 31 runs,191/4 (20 Overs),160/9 (20 Overs)
2012,Pune Warriors India,Mumbai Indians,Mumbai Indians VS Pune Warriors India,6-Apr-12,Pune Warriors India won by 28 runs,129/9 (20 Overs),101/9 (20 Overs)
2012,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders VS Delhi Capitals,5-Apr-12,Delhi Daredevils won by 8 wickets,97/9 (12 Overs),100/2 (11.1 Overs)
2012,Chennai Super Kings,Mumbai Indians,Chennai Super Kings VS Mumbai Indians,4-Apr-12,Mumbai Indians won by 8 wickets,112/10 (19.5 Overs),115/2 (16.5 Overs)
2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings VS Royal Challengers Bangalore,28-May-11,Chennai Super Kings won by 58 runs,205/5 (20 Overs),147/8 (20 Overs)
2011,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,27-May-11,Royal Challengers Bangalore won by 43 runs,185/4 (20 Overs),142/8 (20 Overs)
2011,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders VS Mumbai Indians,25-May-11,Mumbai Indians won by 4 wickets,147/7 (20 Overs),148/6 (19.2 Overs)
2011,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore VS Chennai Super Kings,24-May-11,Chennai Super Kings won by 6 wickets,175/4 (20 Overs),177/4 (19.4 Overs)
2011,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders VS Mumbai Indians,22-May-11,Mumbai Indians won by 5 wickets,175/7 (20 Overs),178/5 (20 Overs)
2011,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Chennai Super Kings,22-May-11,Royal Challengers Bangalore won by 8 wickets,128/8 (20 Overs),129/2 (18 Overs)
2011,Delhi Capitals,Pune Warriors India,Delhi Capitals VS Pune Warriors India,21-May-11,No result,56/3 (10.1 Overs),
2011,Deccan Chargers,Punjab Kings,Punjab Kings VS Deccan Chargers,21-May-11,Deccan Chargers won by 82 runs,198/2 (20 Overs),116/10 (19 Overs)
2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,20-May-11,Rajasthan Royals won by 10 wickets,133/5 (20 Overs),134/0 (13.1 Overs)
2011,Pune Warriors India,Kolkata Knight Riders,Pune Warriors India VS Kolkata Knight Riders,19-May-11,Kolkata Knight Riders won by 7 wickets,118/7 (20 Overs),119/3 (16.4 Overs)
2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings VS Kochi Tuskers Kerala,18-May-11,Chennai Super Kings won by 11 runs,152/5 (20 Overs),141/5 (20 Overs)
2011,Punjab Kings,Royal Challengers Bangalore,Punjab Kings VS Royal Challengers Bangalore,17-May-11,Punjab Kings won by 111 runs,232/2 (20 Overs),121/10 (17 Overs)
2011,Pune Warriors India,Deccan Chargers,Pune Warriors India VS Deccan Chargers,16-May-11,Deccan Chargers won by 6 wickets,136/9 (20 Overs),138/4 (19.2 Overs)
2011,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala VS Rajasthan Royals,15-May-11,Kochi Tuskers Kerala won by 8 wickets,97/10 (18.3 Overs),98/2 (7.2 Overs)
2011,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,15-May-11,Punjab Kings won by 29 runs,170/6 (20 Overs),141/8 (20 Overs)
2011,Deccan Chargers,Mumbai Indians,Mumbai Indians VS Deccan Chargers,14-May-11,Deccan Chargers won by 10 runs,135/6 (20 Overs),125/8 (20 Overs)
2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,14-May-11,RCB won by 4 wickets (D/L method),89/4 (13 Overs),105/6 (12.3 Overs)
2011,Kochi Tuskers Kerala,Punjab Kings,Kochi Tuskers Kerala VS Punjab Kings,13-May-11,Punjab Kings won by 6 wickets,178/7 (20 Overs),181/4 (18.5 Overs)
2011,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,12-May-11,Chennai Super Kings won by 18 runs,176/4 (20 Overs),158/6 (20 Overs)
2011,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals VS Royal Challengers Bangalore,11-May-11,Royal Challengers Bangalore won by 9 wickets,146/6 (20 Overs),151/1 (17 Overs)
2011,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,10-May-11,Punjab Kings won by 76 runs,163/8 (20 Overs),87/10 (12.5 Overs)
2011,Deccan Chargers,Pune Warriors India,Deccan Chargers VS Pune Warriors India,10-May-11,Pune Warriors India won by 6 wickets,136/8 (20 Overs),137/4 (18.2 Overs)
2011,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals VS Chennai Super Kings,9-May-11,Chennai Super Kings won by 63 runs,196/3 (20 Overs),133/10 (19.3 Overs)
2011,Punjab Kings,Pune Warriors India,Punjab Kings VS Pune Warriors India,8-May-11,Pune Warriors India won by 5 wickets,119/8 (20 Overs),120/5 (17.1 Overs)
2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kochi Tuskers Kerala,8-May-11,Royal Challengers Bangalore won by 9 wickets,125/9 (20 Overs),128/1 (13.1 Overs)
2011,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,7-May-11,Mumbai Indians won by 32 runs,178/4 (20 Overs),146/10 (19.5 Overs)
2011,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Chennai Super Kings,7-May-11,KKR won by 10 runs (D/L method),114/4 (20 Overs),61/2 (10 Overs)
2011,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,6-May-11,Royal Challengers Bangalore won by 85 runs,205/6 (20 Overs),120/9 (20 Overs)
2011,Deccan Chargers,Delhi Capitals,Deccan Chargers VS Delhi Capitals,5-May-11,Delhi Capitals won by 4 wickets,175/5 (20 Overs),179/6 (19 Overs)
2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala VS Kolkata Knight Riders,5-May-11,Kochi Tuskers Kerala won by 17 runs,156/5 (20 Overs),139/7 (20 Overs)
2011,Mumbai Indians,Pune Warriors India,Pune Warriors India VS Mumbai Indians,4-May-11,Mumbai Indians won by 21 runs,160/7 (20 Overs),139/7 (20 Overs)
2011,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings VS Rajasthan Royals,4-May-11,Chennai Super Kings won by 8 wickets,147/6 (20 Overs),149/2 (18.4 Overs)
2011,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers VS Kolkata Knight Riders,3-May-11,Kolkata Knight Riders won by 20 runs,169/4 (20 Overs),149/6 (20 Overs)
2011,Delhi Capitals,Kochi Tuskers Kerala,Delhi Capitals VS Kochi Tuskers Kerala,2-May-11,Kochi Tuskers Kerala won by 7 wickets,140/6 (20 Overs),141/3 (15 Overs)
2011,Mumbai Indians,Punjab Kings,Mumbai Indians VS Punjab Kings,2-May-11,Mumbai Indians won by 23 runs,159/5 (20 Overs),136/8 (20 Overs)
2011,Chennai Super Kings,Deccan Chargers,Chennai Super Kings VS Deccan Chargers,1-May-11,Chennai Super Kings won by 19 runs,165/5 (20 Overs),146/8 (20 Overs)
2011,Pune Warriors India,Rajasthan Royals,Rajasthan Royals VS Pune Warriors India,1-May-11,Rajasthan Royals won by 6 wickets,143/7 (20 Overs),144/4 (19.3 Overs)
2011,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Punjab Kings,30-Apr-11,Kolkata Knight Riders won by 8 wickets,119/6 (20 Overs),120/2 (17.2 Overs)
2011,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala VS Delhi Capitals,30-Apr-11,Delhi Capitals won by 38 runs,157/7 (20 Overs),119/10 (18.5 Overs)
2011,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore VS Pune Warriors India,29-Apr-11,Royal Challengers Bangalore won by 26 runs,181/5 (20 Overs),155/5 (20 Overs)
2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals VS Mumbai Indians,29-Apr-11,Rajasthan Royals won by 7 wickets,94/8 (20 Overs),95/3 (18.1 Overs)
2011,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals VS Kolkata Knight Riders,28-Apr-11,Kolkata Knight Riders won by 17 runs,148/7 (20 Overs),131/9 (20 Overs)
2011,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala VS Deccan Chargers,27-Apr-11,Deccan Chargers won by 55 runs,129/7 (20 Overs),74/10 (16.3 Overs)
2011,Pune Warriors India,Chennai Super Kings,Pune Warriors India VS Chennai Super Kings,27-Apr-11,Chennai Super Kings won by 8 wickets,141/6 (20 Overs),145/2 (19.3 Overs)
2011,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,26-Apr-11,Royal Challengers Bangalore won by 3 wickets,160/6 (20 Overs),161/7 (19.3 Overs)
2011,Chennai Super Kings,Pune Warriors India,Chennai Super Kings VS Pune Warriors India,25-Apr-11,Chennai Super Kings won by 25 runs,142/6 (20 Overs),117/9 (20 Overs)
2011,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals VS Kochi Tuskers Kerala,24-Apr-11,Rajasthan Royals won by 8 wickets,109/10 (20 Overs),111/2 (14.1 Overs)
2011,Mumbai Indians,Deccan Chargers,Deccan Chargers VS Mumbai Indians,24-Apr-11,Mumbai Indians won by 37 runs,172/4 (20 Overs),135/8 (20 Overs)
2011,Delhi Capitals,Punjab Kings,Delhi Capitals VS Punjab Kings,23-Apr-11,Delhi Capitals won by 29 runs,231/4 (20 Overs),202/6 (20 Overs)
2011,Mumbai Indians,Chennai Super Kings,Mumbai Indians VS Chennai Super Kings,22-Apr-11,Mumbai Indians won by 8 runs,164/4 (20 Overs),156/9 (20 Overs)
2011,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders VS Royal Challengers Bangalore,22-Apr-11,Royal Challengers Bangalore won by 9 wickets,171/5 (20 Overs),175/1 (18.1 Overs)
2011,Punjab Kings,Rajasthan Royals,Punjab Kings VS Rajasthan Royals,21-Apr-11,Punjab Kings won by 48 runs,195/7 (20 Overs),147/7 (20 Overs)
2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders VS Kochi Tuskers Kerala,20-Apr-11,Kochi Tuskers Kerala won by 6 runs,132/7 (20 Overs),126/9 (20 Overs)
2011,Pune Warriors India,Mumbai Indians,Mumbai Indians VS Pune Warriors India,20-Apr-11,Mumbai Indians won by 7 wickets,118/10 (17.2 Overs),124/3 (20 Overs)
2011,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore VS Rajasthan Royals,19-Apr-11,Match abandoned without a ball bowled,,
2011,Deccan Chargers,Delhi Capitals,Delhi Capitals VS Deccan Chargers,19-Apr-11,Deccan Chargers won by 16 runs,168/4 (20 Overs),152/7 (20 Overs)
2011,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala VS Chennai Super Kings,18-Apr-11,KTK won by 7 wickets (D/L method),131/4 (17 Overs),135/3 (15 Overs)
2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,17-Apr-11,Kolkata Knight Riders won by 8 wickets,81/10 (15.2 Overs),85/2 (13.5 Overs)
2011,Pune Warriors India,Delhi Capitals,Pune Warriors India VS Delhi Capitals,17-Apr-11,Delhi Capitals won by 3 wickets,187/5 (20 Overs),190/7 (19.2 Overs)
2011,Deccan Chargers,Punjab Kings,Deccan Chargers VS Punjab Kings,16-Apr-11,Punjab Kings won by 8 wickets,165/8 (20 Overs),166/2 (17.4 Overs)
2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings VS Royal Challengers Bangalore,16-Apr-11,Chennai Super Kings won by 21 runs,183/5 (20 Overs),162/7 (20 Overs)
2011,Mumbai Indians,Kochi Tuskers Kerala,Mumbai Indians VS Kochi Tuskers Kerala,15-Apr-11,Kochi Tuskers Kerala won by 8 wickets,182/2 (20 Overs),184/2 (19 Overs)
2011,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,15-Apr-11,Kolkata Knight Riders won by 9 wickets,159/4 (20 Overs),160/1 (18.3 Overs)
2011,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers VS Royal Challengers Bangalore,14-Apr-11,Deccan Chargers won by 33 runs,175/5 (20 Overs),142/9 (20 Overs)
2011,Kochi Tuskers Kerala,Pune Warriors India,Pune Warriors India VS Kochi Tuskers Kerala,13-Apr-11,Pune Warriors India won by 4 wickets,148/8 (20 Overs),151/6 (18.5 Overs)
2011,Chennai Super Kings,Punjab Kings,Punjab Kings VS Chennai Super Kings,13-Apr-11,Punjab Kings won by 6 wickets,188/4 (20 Overs),193/4 (19.1 Overs)
2011,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore VS Mumbai Indians,12-Apr-11,Mumbai Indians won by 9 wickets,140/4 (20 Overs),143/1 (18.3 Overs)
2011,Delhi Capitals,Rajasthan Royals,Rajasthan Royals VS Delhi Capitals,12-Apr-11,Rajasthan Royals won by 6 wickets,151/6 (20 Overs),152/4 (18.3 Overs)
2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders VS Deccan Chargers,11-Apr-11,Kolkata Knight Riders won by 9 runs,163/4 (20 Overs),154/8 (20 Overs)
2011,Punjab Kings,Pune Warriors India,Pune Warriors India VS Punjab Kings,10-Apr-11,Pune Warriors India won by 7 wickets,112/8 (20 Overs),113/3 (13.1 Overs)
2011,Delhi Capitals,Mumbai Indians,Delhi Capitals VS Mumbai Indians,10-Apr-11,Mumbai Indians won by 8 wickets,95/10 (17.4 Overs),99/2 (16.5 Overs)
2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala VS Royal Challengers Bangalore,9-Apr-11,Royal Challengers Bangalore won by 6 wickets,161/5 (20 Overs),162/4 (18.4 Overs)
2011,Deccan Chargers,Rajasthan Royals,Deccan Chargers VS Rajasthan Royals,9-Apr-11,Rajasthan Royals won by 8 wickets,137/8 (20 Overs),141/2 (18.5 Overs)
2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings VS Kolkata Knight Riders,8-Apr-11,Chennai Super Kings won by 2 runs,153/4 (20 Overs),151/7 (20 Overs)
2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings VS Mumbai Indians,25-Apr-10,Chennai Super Kings won by 22 runs,168/5 (20 Overs),146/9 (20 Overs)
2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore VS Deccan Chargers,24-Apr-10,Royal Challengers Bangalore won by 9 wickets,82/10 (18.3 Overs),86/1 (13.5 Overs)
2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings VS Deccan Chargers,22-Apr-10,Chennai Super Kings won by 38 runs,142/7 (20 Overs),104/10 (19.2 Overs)
2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,21-Apr-10,Mumbai Indians won by 35 runs,184/5 (20 Overs),149/9 (20 Overs)
2010,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,19-Apr-10,Kolkata Knight Riders won by 9 wickets,133/8 (20 Overs),135/1 (17.3 Overs)
2010,Deccan Chargers,Delhi Capitals,Delhi Capitals VS Deccan Chargers,18-Apr-10,Deccan Chargers won by 11 runs,145/7 (20 Overs),134/7 (20 Overs)
2010,Punjab Kings,Chennai Super Kings,Punjab Kings VS Chennai Super Kings,18-Apr-10,Chennai Super Kings won by 6 wickets,192/3 (20 Overs),195/4 (19.4 Overs)
2010,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,17-Apr-10,Kolkata Knight Riders won by 8 wickets,132/9 (20 Overs),133/2 (16.1 Overs)
2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,17-Apr-10,Mumbai Indians won by 57 runs,191/4 (20 Overs),134/9 (20 Overs)
2010,Punjab Kings,Deccan Chargers,Punjab Kings VS Deccan Chargers,16-Apr-10,Deccan Chargers won by 5 wickets,174/3 (20 Overs),178/5 (19.1 Overs)
2010,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,15-Apr-10,Delhi Capitals won by 6 wickets,112/9 (20 Overs),113/4 (18.4 Overs)
2010,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals VS Royal Challengers Bangalore,14-Apr-10,Royal Challengers Bangalore won by 5 wickets,130/6 (20 Overs),132/5 (15.4 Overs)
